epoch,lambda_h2_epoch,lambda_h2_step,lr-Adam,step,train_h2_total_epoch,train_h2_total_step,train_loss_epoch,train_loss_step,train_recon_loss_epoch,train_recon_loss_step,val_h2_total_gcta,val_h2_total_proxy,val_loss,val_recon_loss
7,0.020000023767352104,,,1783,26.087909698486328,,-0.25511446595191956,,0.26664379239082336,,,,,
,,,0.0005248074602497723,1784,,,,,,,,,,
8,,0.019999999552965164,,1799,,26.70322608947754,,-0.272912859916687,,0.26115167140960693,,,,
8,,0.019999999552965164,,1819,,31.625207901000977,,-0.372936487197876,,0.2595676779747009,,,,
8,,0.019999999552965164,,1839,,31.573429107666016,,-0.3695996403694153,,0.261868953704834,,,,
8,,0.019999999552965164,,1859,,31.565813064575195,,-0.37456396222114563,,0.25675228238105774,,,,
8,,0.019999999552965164,,1879,,31.601360321044922,,-0.36665067076683044,,0.2653765380382538,,,,
8,,0.019999999552965164,,1899,,31.51711082458496,,-0.3576960563659668,,0.27264612913131714,,,,
8,,0.019999999552965164,,1919,,31.55063819885254,,-0.37115365266799927,,0.2598590850830078,,,,
8,,0.019999999552965164,,1939,,31.593191146850586,,-0.36606740951538086,,0.265796422958374,,,,
8,,0.019999999552965164,,1959,,31.540857315063477,,-0.36492472887039185,,0.2658923864364624,,,,
8,,0.019999999552965164,,1979,,31.573631286621094,,-0.3701727092266083,,0.26129987835884094,,,,
8,,0.019999999552965164,,1999,,31.569799423217773,,-0.3692586421966553,,0.26213735342025757,,,,
8,,,,2006,,,,,,,34.678077697753906,15.570579528808594,-0.023507490754127502,0.28790417313575745
8,0.020000023767352104,,,2006,31.281831741333008,,-0.3629418611526489,,0.2626945674419403,,,,,
,,,0.0005248074602497723,2007,,,,,,,,,,
9,,0.019999999552965164,,2019,,35.86654281616211,,-0.4542088508605957,,0.26312196254730225,,,,
9,,0.019999999552965164,,2039,,35.873600006103516,,-0.4631905257701874,,0.2542814314365387,,,,
9,,0.019999999552965164,,2059,,35.87541961669922,,-0.45706140995025635,,0.2604469656944275,,,,
9,,0.019999999552965164,,2079,,35.83437728881836,,-0.4705962836742401,,0.24609121680259705,,,,
9,,0.019999999552965164,,2099,,35.898860931396484,,-0.46818113327026367,,0.24979610741138458,,,,
9,,0.019999999552965164,,2119,,35.82379150390625,,-0.45969241857528687,,0.2567833662033081,,,,
9,,0.019999999552965164,,2139,,35.841941833496094,,-0.46044522523880005,,0.2563936114311218,,,,
9,,0.019999999552965164,,2159,,35.851417541503906,,-0.4683248698711395,,0.24870344996452332,,,,
9,,0.019999999552965164,,2179,,35.8831787109375,,-0.4569918215274811,,0.2606717646121979,,,,
9,,0.019999999552965164,,2199,,35.89134979248047,,-0.46776506304740906,,0.25006189942359924,,,,
9,,0.019999999552965164,,2219,,39.534725189208984,,-0.5285946130752563,,0.26209989190101624,,,,
9,,,,2229,,,,,,,34.4822998046875,15.585466384887695,-0.018618740141391754,0.2930906414985657
9,0.020000023767352104,,,2229,36.33349609375,,-0.47015875577926636,,0.2565111517906189,,,,,
,,,0.0005248074602497723,2230,,,,,,,,,,
10,,0.019999999552965164,,2239,,39.49383544921875,,-0.5362915396690369,,0.25358515977859497,,,,
10,,0.019999999552965164,,2259,,39.52504348754883,,-0.5462378859519958,,0.24426297843456268,,,,
10,,0.019999999552965164,,2279,,39.48954772949219,,-0.5341836214065552,,0.2556072771549225,,,,
10,,0.019999999552965164,,2299,,39.48546600341797,,-0.535170316696167,,0.25453898310661316,,,,
10,,0.019999999552965164,,2319,,39.49998474121094,,-0.54093998670578,,0.24905967712402344,,,,
10,,0.019999999552965164,,2339,,39.449317932128906,,-0.5307016968727112,,0.25828462839126587,,,,
10,,0.019999999552965164,,2359,,39.54173278808594,,-0.541853666305542,,0.2489810287952423,,,,
10,,0.019999999552965164,,2379,,39.44855880737305,,-0.5344277024269104,,0.2545434832572937,,,,
10,,0.019999999552965164,,2399,,39.52730941772461,,-0.5416573286056519,,0.24888885021209717,,,,
10,,0.019999999552965164,,2419,,42.46427536010742,,-0.5953227877616882,,0.2539626955986023,,,,
10,,0.019999999552965164,,2439,,42.44501876831055,,-0.594059944152832,,0.2548404633998871,,,,
10,,,,2452,,,,,,,34.17905807495117,15.576981544494629,-0.004568110220134258,0.30697154998779297
10,0.020000023767352104,,,2452,40.19078826904297,,-0.5520052909851074,,0.25181058049201965,,,,,
,,,0.0005248074602497723,2453,,,,,,,,,,
11,,0.019999999552965164,,2459,,42.4563102722168,,-0.6057305335998535,,0.2433956116437912,,,,
11,,0.019999999552965164,,2479,,42.47103500366211,,-0.6148099899291992,,0.2346106916666031,,,,
11,,0.019999999552965164,,2499,,42.46699905395508,,-0.6074801087379456,,0.24185986816883087,,,,
11,,0.019999999552965164,,2519,,42.45701599121094,,-0.6013220548629761,,0.2478182464838028,,,,
11,,0.019999999552965164,,2539,,42.50229263305664,,-0.6077409982681274,,0.24230487644672394,,,,
11,,0.019999999552965164,,2559,,42.536476135253906,,-0.6127952337265015,,0.23793426156044006,,,,
11,,0.019999999552965164,,2579,,42.46629333496094,,-0.5928230285644531,,0.25650280714035034,,,,
11,,0.019999999552965164,,2599,,42.50098419189453,,-0.6080929636955261,,0.24192672967910767,,,,
11,,0.019999999552965164,,2619,,44.60816192626953,,-0.6448085308074951,,0.247354656457901,,,,
11,,0.019999999552965164,,2639,,44.533241271972656,,-0.6445294618606567,,0.24613533914089203,,,,
11,,0.019999999552965164,,2659,,44.56913757324219,,-0.6429126858711243,,0.24847005307674408,,,,
11,,,,2675,,,,,,,34.134464263916016,15.635257720947266,-0.021131567656993866,0.29157355427742004
11,0.020000023767352104,,,2675,43.18252182006836,,-0.6172513365745544,,0.24639944732189178,,,,,
,,,0.00026240373012488614,2676,,,,,,,,,,
12,,0.019999999552965164,,2679,,44.58517074584961,,-0.6560724973678589,,0.23563088476657867,,,,
12,,0.019999999552965164,,2699,,44.62102127075195,,-0.6643913388252258,,0.22802908718585968,,,,
12,,0.019999999552965164,,2719,,44.55345916748047,,-0.6573288440704346,,0.23374031484127045,,,,
12,,0.019999999552965164,,2739,,44.6206169128418,,-0.6645961999893188,,0.2278161197900772,,,,
12,,0.019999999552965164,,2759,,44.59233093261719,,-0.6615515947341919,,0.23029500246047974,,,,
12,,0.019999999552965164,,2779,,44.59828186035156,,-0.6562000513076782,,0.23576556146144867,,,,
12,,0.019999999552965164,,2799,,44.66231155395508,,-0.6639586091041565,,0.22928762435913086,,,,
12,,0.019999999552965164,,2819,,47.62907409667969,,-0.731158435344696,,0.22142301499843597,,,,
12,,0.019999999552965164,,2839,,47.651710510253906,,-0.7171880602836609,,0.23584610223770142,,,,
12,,0.019999999552965164,,2859,,47.64278793334961,,-0.7185923457145691,,0.23426342010498047,,,,
12,,0.019999999552965164,,2879,,47.64067077636719,,-0.7178849577903748,,0.2349284440279007,,,,
12,,,,2898,,,,,,,34.09428024291992,15.51916217803955,-0.00895522441715002,0.30142807960510254
12,0.020000023767352104,,,2898,45.93732452392578,,-0.6881222724914551,,0.2306242734193802,,,,,
,,,0.00026240373012488614,2899,,,,,,,,,,
13,,0.019999999552965164,,2899,,47.681861877441406,,-0.7298098802566528,,0.22382734715938568,,,,
13,,0.019999999552965164,,2919,,47.64555740356445,,-0.7351577877998352,,0.2177533507347107,,,,
13,,0.019999999552965164,,2939,,47.631744384765625,,-0.7323060035705566,,0.22032883763313293,,,,
13,,0.019999999552965164,,2959,,47.697288513183594,,-0.7290338277816772,,0.2249119132757187,,,,
13,,0.019999999552965164,,2979,,47.711204528808594,,-0.7229663729667664,,0.23125766217708588,,,,
13,,0.019999999552965164,,2999,,47.69648361206055,,-0.7248493432998657,,0.22908030450344086,,,,
13,,0.019999999552965164,,3019,,50.25288772583008,,-0.788783073425293,,0.21627461910247803,,,,
13,,0.019999999552965164,,3039,,50.253849029541016,,-0.7758192420005798,,0.22925777733325958,,,,
13,,0.019999999552965164,,3059,,50.28919219970703,,-0.7855592370033264,,0.22022457420825958,,,,
13,,0.019999999552965164,,3079,,50.240840911865234,,-0.7720099687576294,,0.23280681669712067,,,,
13,,0.019999999552965164,,3099,,50.27527618408203,,-0.7793532609939575,,0.2261521965265274,,,,
13,,0.019999999552965164,,3119,,50.26216506958008,,-0.7858895659446716,,0.21935372054576874,,,,
13,,,,3121,,,,,,,34.02012252807617,15.538976669311523,-0.008832511492073536,0.3019469082355499
13,0.020000023767352104,,,3121,49.068389892578125,,-0.758100152015686,,0.22326762974262238,,,,,
,,,0.00026240373012488614,3122,,,,,,,,,,
14,,0.019999999552965164,,3139,,50.278099060058594,,-0.7993308305740356,,0.20623110234737396,,,,
14,,0.019999999552965164,,3159,,50.289794921875,,-0.78992760181427,,0.21586821973323822,,,,
14,,0.019999999552965164,,3179,,50.26801681518555,,-0.7818854451179504,,0.2234749048948288,,,,
14,,0.019999999552965164,,3199,,50.27749252319336,,-0.7918055057525635,,0.21374425292015076,,,,
14,,0.019999999552965164,,3219,,51.068504333496094,,-0.7984187006950378,,0.22295136749744415,,,,
14,,0.019999999552965164,,3239,,51.11942672729492,,-0.813668429851532,,0.20872001349925995,,,,
14,,0.019999999552965164,,3259,,51.06205368041992,,-0.7947919964790344,,0.22644905745983124,,,,
14,,0.019999999552965164,,3279,,51.078590393066406,,-0.7948733568191528,,0.22669842839241028,,,,
14,,0.019999999552965164,,3299,,51.06291198730469,,-0.7952324151992798,,0.22602584958076477,,,,
14,,0.019999999552965164,,3319,,51.079444885253906,,-0.7958600521087646,,0.22572889924049377,,,,
14,,0.019999999552965164,,3339,,51.086204528808594,,-0.799077033996582,,0.2226470559835434,,,,
14,,,,3344,,,,,,,33.96113967895508,15.539129257202148,-0.005741541739553213,0.3050410747528076
14,0.020000023767352104,,,3344,50.791847229003906,,-0.7971662878990173,,0.2186705470085144,,,,,
,,,0.00026240373012488614,3345,,,,,,,,,,
15,,0.019999999552965164,,3359,,51.07637023925781,,-0.8067977428436279,,0.2147296667098999,,,,
15,,0.019999999552965164,,3379,,51.05776596069336,,-0.7981518507003784,,0.22300341725349426,,,,
15,,0.019999999552965164,,3399,,51.12799835205078,,-0.8154413104057312,,0.2071186900138855,,,,
15,,0.019999999552965164,,3419,,52.00487518310547,,-0.8303241729736328,,0.20977328717708588,,,,
15,,0.019999999552965164,,3439,,52.03779602050781,,-0.829300582408905,,0.211455300450325,,,,
15,,0.019999999552965164,,3459,,51.986671447753906,,-0.8201237916946411,,0.21960963308811188,,,,
15,,0.019999999552965164,,3479,,52.0248908996582,,-0.8210022449493408,,0.2194955050945282,,,,
15,,0.019999999552965164,,3499,,52.0163688659668,,-0.8297624588012695,,0.21056483685970306,,,,
15,,0.019999999552965164,,3519,,52.00603485107422,,-0.8296725749969482,,0.21044811606407166,,,,
15,,0.019999999552965164,,3539,,52.04011917114258,,-0.8260023593902588,,0.21480001509189606,,,,
15,,0.019999999552965164,,3559,,52.02650451660156,,-0.8228824734687805,,0.21764761209487915,,,,
15,,,,3567,,,,,,,33.894901275634766,15.488322257995605,0.00014576154353562742,0.3099123239517212
15,0.020000023767352104,,,3567,51.78818130493164,,-0.8218017816543579,,0.21396252512931824,,,,,
,,,0.00026240373012488614,3568,,,,,,,,,,
16,,0.019999999552965164,,3579,,52.02252197265625,,-0.832233190536499,,0.20821724832057953,,,,
16,,0.019999999552965164,,3599,,52.02574920654297,,-0.8287026882171631,,0.21181222796440125,,,,
16,,0.019999999552965164,,3619,,52.82185363769531,,-0.856132447719574,,0.20030458271503448,,,,
16,,0.019999999552965164,,3639,,52.81524658203125,,-0.847984790802002,,0.20832011103630066,,,,
16,,0.019999999552965164,,3659,,52.83213806152344,,-0.8479294180870056,,0.2087133377790451,,,,
16,,0.019999999552965164,,3679,,52.824825286865234,,-0.8418518304824829,,0.2146446406841278,,,,
16,,0.019999999552965164,,3699,,52.841163635253906,,-0.8391005396842957,,0.21772272884845734,,,,
16,,0.019999999552965164,,3719,,52.80965042114258,,-0.8411357402801514,,0.21505728363990784,,,,
16,,0.019999999552965164,,3739,,52.824676513671875,,-0.8498051166534424,,0.20668840408325195,,,,
16,,0.019999999552965164,,3759,,52.8218994140625,,-0.8391196727752686,,0.21731828153133392,,,,
16,,0.019999999552965164,,3779,,52.81640625,,-0.8453090190887451,,0.21101902425289154,,,,
16,,,,3790,,,,,,,33.65245819091797,15.483088493347168,0.0006997177260927856,0.31036141514778137
16,0.020000023767352104,,,3790,52.707401275634766,,-0.8433755040168762,,0.21077272295951843,,,,,
,,,0.00013120186506244307,3791,,,,,,,,,,
17,,0.019999999552965164,,3799,,52.83445739746094,,-0.8568357825279236,,0.19985336065292358,,,,
17,,0.019999999552965164,,3819,,53.630611419677734,,-0.8729511499404907,,0.1996610015630722,,,,
17,,0.019999999552965164,,3839,,53.62153625488281,,-0.866729199886322,,0.205701544880867,,,,
17,,0.019999999552965164,,3859,,53.615386962890625,,-0.8754222393035889,,0.19688548147678375,,,,
17,,0.019999999552965164,,3879,,53.61518478393555,,-0.8744820356369019,,0.19782158732414246,,,,
17,,0.019999999552965164,,3899,,53.61906433105469,,-0.8733259439468384,,0.19905529916286469,,,,
17,,0.019999999552965164,,3919,,53.60898208618164,,-0.8670978546142578,,0.20508182048797607,,,,
17,,0.019999999552965164,,3939,,53.63298034667969,,-0.8735030293464661,,0.19915656745433807,,,,
17,,0.019999999552965164,,3959,,53.63459396362305,,-0.8704866170883179,,0.20220515131950378,,,,
17,,0.019999999552965164,,3979,,53.621334075927734,,-0.8770041465759277,,0.19542255997657776,,,,
17,,0.019999999552965164,,3999,,53.62516403198242,,-0.8673731088638306,,0.20513011515140533,,,,
17,,,,4013,,,,,,,33.73194122314453,15.43837833404541,0.0013256255770102143,0.3100931644439697
17,0.020000023767352104,,,4013,53.67906188964844,,-0.8723119497299194,,0.20126977562904358,,,,,
,,,0.00013120186506244307,4014,,,,,,,,,,
18,,0.019999999552965164,,4019,,55.304141998291016,,-0.9124735593795776,,0.19360920786857605,,,,
18,,0.019999999552965164,,4039,,55.278228759765625,,-0.9115148782730103,,0.19404973089694977,,,,
18,,0.019999999552965164,,4059,,55.27157211303711,,-0.9161033034324646,,0.1893281191587448,,,,
18,,0.019999999552965164,,4079,,55.28836441040039,,-0.9090563058853149,,0.1967109590768814,,,,
18,,0.019999999552965164,,4099,,55.2864990234375,,-0.9056298732757568,,0.20010007917881012,,,,
18,,0.019999999552965164,,4119,,55.272735595703125,,-0.9097071886062622,,0.1957475244998932,,,,
18,,0.019999999552965164,,4139,,55.27323913574219,,-0.9161348938941956,,0.18932993710041046,,,,
18,,0.019999999552965164,,4159,,55.31317138671875,,-0.9147683382034302,,0.19149506092071533,,,,
18,,0.019999999552965164,,4179,,55.26789474487305,,-0.9069927930831909,,0.19836512207984924,,,,
18,,0.019999999552965164,,4199,,55.29587173461914,,-0.9098173379898071,,0.19610010087490082,,,,
18,,0.019999999552965164,,4219,,55.88380813598633,,-0.9209291338920593,,0.19674699008464813,,,,
18,,,,4236,,,,,,,33.78709030151367,15.452248573303223,0.006814887281507254,0.31585997343063354
18,0.020000023767352104,,,4236,55.37312316894531,,-0.9102418422698975,,0.19722075760364532,,,,,
,,,0.00013120186506244307,4237,,,,,,,,,,
19,,0.019999999552965164,,4239,,55.85713577270508,,-0.9230729341506958,,0.1940697580575943,,,,
19,,0.019999999552965164,,4259,,55.882591247558594,,-0.9268646240234375,,0.1907871663570404,,,,
19,,0.019999999552965164,,4279,,55.88355255126953,,-0.9247317314147949,,0.19293925166130066,,,,
19,,0.019999999552965164,,4299,,55.86540222167969,,-0.9266319274902344,,0.19067606329917908,,,,
19,,0.019999999552965164,,4319,,55.87074661254883,,-0.9232408404350281,,0.19417409598827362,,,,
19,,0.019999999552965164,,4339,,55.87574005126953,,-0.9214629530906677,,0.19605176150798798,,,,
19,,0.019999999552965164,,4359,,55.895755767822266,,-0.9177536964416504,,0.20016133785247803,,,,
19,,0.019999999552965164,,4379,,55.86963653564453,,-0.9224829077720642,,0.1949097365140915,,,,
19,,0.019999999552965164,,4399,,55.856327056884766,,-0.9208580255508423,,0.1962684541940689,,,,
19,,0.019999999552965164,,4419,,56.40785217285156,,-0.9349888563156128,,0.19316819310188293,,,,
19,,0.019999999552965164,,4439,,56.43169403076172,,-0.9387350678443909,,0.1898987740278244,,,,
19,,0.019999999552965164,,4459,,56.41062545776367,,-0.9188598990440369,,0.2093525379896164,,,,
19,,,,4459,,,,,,,33.83195877075195,15.468457221984863,0.00582542922347784,0.31519460678100586
19,0.020000023767352104,,,4459,56.02338790893555,,-0.9263109564781189,,0.19415614008903503,,,,,
,,,0.00013120186506244307,4460,,,,,,,,,,
20,,0.019999999552965164,,4479,,56.437801361083984,,-0.9380552768707275,,0.19070079922676086,,,,
20,,0.019999999552965164,,4499,,56.45362854003906,,-0.9351158142089844,,0.19395670294761658,,,,
20,,0.019999999552965164,,4519,,56.41990280151367,,-0.9365643858909607,,0.19183366000652313,,,,
20,,0.019999999552965164,,4539,,56.43840408325195,,-0.9333633184432983,,0.1954047679901123,,,,
20,,0.019999999552965164,,4559,,56.44526290893555,,-0.9429413080215454,,0.18596389889717102,,,,
20,,0.019999999552965164,,4579,,56.449092864990234,,-0.9339670538902283,,0.19501478970050812,,,,
20,,0.019999999552965164,,4599,,56.481666564941406,,-0.9397915005683899,,0.18984182178974152,,,,
20,,0.019999999552965164,,4619,,56.93764877319336,,-0.9444233179092407,,0.1943296194076538,,,,
20,,0.019999999552965164,,4639,,56.9458122253418,,-0.9435756206512451,,0.19534064829349518,,,,
